"","d2010_11_06","d2010_11_07","d2010_11_08","d2010_11_09","d2010_11_10","d2010_11_11","d2010_11_12","d2010_11_13","d2010_11_14","d2010_11_15","d2010_11_16","d2010_11_17","d2010_11_18","d2010_11_19","d2010_11_20","d2010_11_21","d2010_11_22","d2010_11_23","d2010_11_24","d2010_11_25","d2010_11_26","d2010_11_27","d2010_11_28","d2010_11_29","d2010_11_30","d2010_12_01","d2010_12_02","d2010_12_03","d2010_12_04","d2010_12_05"
"1",0.526666161303195,0.526666161303195,0.526666161303195,0.351240718974225,0.175815276645256,0.175815276645256,0.175815276645256,0.702091603632164,0.702091603632164,0.702091603632164,0.351240718974225,0.175815276645256,0.00038983431628641,0.175815276645256,0.175815276645256,-0.701311934999592,-0.701311934999592,-0.525886492670622,-0.525886492670622,-0.350461050341653,-0.350461050341653,-0.350461050341653,-0.525886492670622,-0.350461050341653,-0.175035608012683,-0.701311934999592,-0.701311934999592,-0.525886492670622,-0.525886492670622,-0.350461050341653
"2",-0.0368783575920567,-0.0368783575920567,-0.0368783575920567,-0.0245946707553243,-0.0123109839185918,-0.0123109839185918,-0.0123109839185918,-0.0491620444287892,-0.0491620444287892,-0.0491620444287892,-0.0245946707553243,-0.0123109839185918,-2.72970818593922e-05,-0.0123109839185918,-0.0123109839185918,0.0491074502650704,0.0491074502650704,0.0368237634283379,0.0368237634283379,0.0245400765916055,0.0245400765916055,0.0245400765916055,0.0368237634283379,0.0245400765916055,0.0122563897548731,0.0491074502650704,0.0491074502650704,0.0368237634283379,0.0368237634283379,0.0245400765916055
"3",0.0630875900944791,0.0630875900944791,0.0630875900944791,0.0420739590489457,0.0210603280034123,0.0210603280034123,0.0210603280034123,0.0841012211400125,0.0841012211400125,0.0841012211400125,0.0420739590489457,0.0210603280034123,4.66969578789405e-05,0.0210603280034123,0.0210603280034123,-0.0840078272242546,-0.0840078272242546,-0.0629941961787212,-0.0629941961787212,-0.0419805651331878,-0.0419805651331878,-0.0419805651331878,-0.0629941961787212,-0.0419805651331878,-0.0209669340876544,-0.0840078272242546,-0.0840078272242546,-0.0629941961787212,-0.0629941961787212,-0.0419805651331878
"4",0.214505983547935,0.214505983547935,0.214505983547935,0.14305691426846,0.0716078449889849,0.0716078449889849,0.0716078449889849,0.28595505282741,0.28595505282741,0.28595505282741,0.14305691426846,0.0716078449889849,0.000158775709509868,0.0716078449889849,0.0716078449889849,-0.28563750140839,-0.28563750140839,-0.214188432128915,-0.214188432128915,-0.14273936284944,-0.14273936284944,-0.14273936284944,-0.214188432128915,-0.14273936284944,-0.0712902935699652,-0.28563750140839,-0.28563750140839,-0.214188432128915,-0.214188432128915,-0.14273936284944
"5",0.286799398442645,0.286799398442645,0.286799398442645,0.191270361211564,0.095741323980483,0.095741323980483,0.095741323980483,0.382328435673725,0.382328435673725,0.382328435673725,0.191270361211564,0.095741323980483,0.000212286749402299,0.095741323980483,0.095741323980483,-0.381903862174921,-0.381903862174921,-0.28637482494384,-0.28637482494384,-0.190845787712759,-0.190845787712759,-0.190845787712759,-0.28637482494384,-0.190845787712759,-0.0953167504816785,-0.381903862174921,-0.381903862174921,-0.28637482494384,-0.28637482494384,-0.190845787712759
"6",-0.0241786774482403,-0.0241786774482403,-0.0241786774482403,-0.0161250839236599,-0.00807149039907949,-0.00807149039907949,-0.00807149039907949,-0.0322322709728208,-0.0322322709728208,-0.0322322709728208,-0.0161250839236599,-0.00807149039907949,-1.7896874499059e-05,-0.00807149039907949,-0.00807149039907949,0.0321964772238226,0.0321964772238226,0.0241428836992422,0.0241428836992422,0.0160892901746618,0.0160892901746618,0.0160892901746618,0.0241428836992422,0.0160892901746618,0.00803569665008137,0.0321964772238226,0.0321964772238226,0.0241428836992422,0.0241428836992422,0.0160892901746618
"7",0.0701559301679369,0.0701559301679369,0.0701559301679369,0.0467879297419031,0.0234199293158694,0.0234199293158694,0.0234199293158694,0.0935239305939706,0.0935239305939706,0.0935239305939706,0.0467879297419031,0.0234199293158694,5.19288898356055e-05,0.0234199293158694,0.0234199293158694,-0.0934200728142994,-0.0934200728142994,-0.0700520723882656,-0.0700520723882656,-0.0466840719622319,-0.0466840719622319,-0.0466840719622319,-0.0700520723882656,-0.0466840719622319,-0.0233160715361981,-0.0934200728142994,-0.0934200728142994,-0.0700520723882656,-0.0700520723882656,-0.0466840719622319
"8",0.198393580431719,0.198393580431719,0.198393580431719,0.132311336764603,0.0662290930974874,0.0662290930974874,0.0662290930974874,0.264475824098836,0.264475824098836,0.264475824098836,0.132311336764603,0.0662290930974874,0.000146849430371298,0.0662290930974874,0.0662290930974874,-0.264182125238093,-0.264182125238093,-0.198099881570977,-0.198099881570977,-0.132017637903861,-0.132017637903861,-0.132017637903861,-0.198099881570977,-0.132017637903861,-0.0659353942367448,-0.264182125238093,-0.264182125238093,-0.198099881570977,-0.198099881570977,-0.132017637903861
"9",0.283975553676145,0.283975553676145,0.283975553676145,0.189387101304372,0.0947986489325989,0.0947986489325989,0.0947986489325989,0.378564006047917,0.378564006047917,0.378564006047917,0.189387101304372,0.0947986489325989,0.00021019656082606,0.0947986489325989,0.0947986489325989,-0.378143612926265,-0.378143612926265,-0.283555160554492,-0.283555160554492,-0.18896670818272,-0.18896670818272,-0.18896670818272,-0.283555160554492,-0.18896670818272,-0.0943782558109468,-0.378143612926265,-0.378143612926265,-0.283555160554492,-0.283555160554492,-0.18896670818272
"10",0.417033885909422,0.417033885909422,0.417033885909422,0.278125485717535,0.139217085525647,0.139217085525647,0.139217085525647,0.55594228610131,0.55594228610131,0.55594228610131,0.278125485717535,0.139217085525647,0.000308685333759601,0.139217085525647,0.139217085525647,-0.55532491543379,-0.55532491543379,-0.416416515241903,-0.416416515241903,-0.277508115050015,-0.277508115050015,-0.277508115050015,-0.416416515241903,-0.277508115050015,-0.138599714858128,-0.55532491543379,-0.55532491543379,-0.416416515241903,-0.416416515241903,-0.277508115050015
